2:31:13 PM : C:\Users\graphics\Desktop\RIP FILE\55.prn; 12/7/2019-2:25 PM; 0:5:38; 100%; 4.180637 m2
2:42:23 PM : C:\Users\graphics\Desktop\RIP FILE\6666.prn; 12/7/2019-2:35 PM; 0:7:13; 100%; 7.246437 m2
2:52:38 PM : C:\Users\graphics\Desktop\RIP FILE\8888.prn; 12/7/2019-2:49 PM; 0:3:14; 69%; 1.730784 m2
3:00:31 PM : C:\Users\graphics\Desktop\RIP FILE\9999999.prn; 12/7/2019-2:55 PM; 0:4:56; 100%; 2.508382 m2
3:10:51 PM : C:\Users\graphics\Desktop\RIP FILE\97.prn; 12/7/2019-3:07 PM; 0:3:37; 3%; 0.07525146 m2
3:14:19 PM : C:\Users\graphics\Desktop\RIP FILE\98.prn; 12/7/2019-3:11 PM; 0:2:52; 100%; 1.672255 m2
3:16:24 PM : C:\Users\graphics\Desktop\RIP FILE\99.prn; 12/7/2019-3:14 PM; 0:1:37; 4%; 0.06689019 m2
3:19:22 PM : C:\Users\graphics\Desktop\RIP FILE\100.prn; 12/7/2019-3:16 PM; 0:2:52; 100%; 1.672255 m2
3:22:17 PM : C:\Users\graphics\Desktop\RIP FILE\100.prn; 12/7/2019-3:19 PM; 0:2:52; 100%; 1.672255 m2
5:51:03 PM : C:\Users\graphics\Desktop\RIP FILE\newwwwwwww.prn; 12/7/2019-5:50 PM; 0:0:12; 1%; 0.01672255 m2
5:54:01 PM : C:\Users\graphics\Desktop\RIP FILE\newwwwwwww.prn; 12/7/2019-5:51 PM; 0:2:16; 23%; 0.3846186 m2
6:01:31 PM : C:\Users\graphics\Desktop\RIP FILE\143.prn; 12/7/2019-6:00 PM; 0:1:6; 100%; 0.5574182 m2
6:10:22 PM : C:\Users\graphics\Desktop\RIP FILE\431.prn; 12/7/2019-6:08 PM; 0:2:20; 100%; 1.486449 m2
8:59:22 PM : C:\Users\graphics\Desktop\RIP FILE\1.prn; 12/7/2019-8:56 PM; 0:3:18; 100%; 3.901927 m2
9:01:06 PM : C:\Users\graphics\Desktop\RIP FILE\2.prn; 12/7/2019-8:59 PM; 0:1:40; 100%; 1.393546 m2
9:01:58 PM : C:\Users\graphics\Desktop\RIP FILE\3.prn; 12/7/2019-9:01 PM; 0:0:47; 100%; 0.5574182 m2
9:08:49 PM : C:\Users\graphics\Desktop\RIP FILE\4.prn; 12/7/2019-9:06 PM; 0:2:8; 100%; 2.229673 m2
9:15:53 PM : C:\Users\graphics\Desktop\RIP FILE\5..prn; 12/7/2019-9:12 PM; 0:3:8; 100%; 2.229673 m2
9:19:07 PM : C:\Users\graphics\Desktop\RIP FILE\5..prn; 12/7/2019-9:15 PM; 0:3:8; 100%; 2.229673 m2
9:20:35 PM : C:\Users\graphics\Desktop\RIP FILE\6.prn; 12/7/2019-9:19 PM; 0:1:18; 100%; 1.114836 m2
9:21:57 PM : C:\Users\graphics\Desktop\RIP FILE\6.prn; 12/7/2019-9:20 PM; 0:1:19; 100%; 1.114836 m2
9:32:43 PM : C:\Users\graphics\Desktop\RIP FILE\7.prn; 12/7/2019-9:27 PM; 0:5:15; 100%; 4.180637 m2
9:39:14 PM : C:\Users\graphics\Desktop\RIP FILE\8.prn; 12/7/2019-9:37 PM; 0:1:36; 100%; 1.486449 m2
2:23:18 AM : C:\Users\graphics\Desktop\RIP FILE\1.prn; 12/8/2019-2:21 AM; 0:2:13; 100%; 1.742577 m2
